;103071;3000033622634;G168993522;010300003362263421g16899352217170331105c90714a;;;;
;103091;3000033622634;G392050412;010300003362263421g39205041217170331105c90714a;;;;
;103081;3000033622634;G466610754;010300003362263421g46661075417170331105c90714a;;;;
;111091;3000033622634;G542114412;010300003362263421G54211441217170531105E83567A;;;;
;108381;3000033622634;G729942896;010300003362263421g72994289617170531105e83567a;;;;
;107901;4048846006691;100000000853;0104048846006691211000000008531718033110503341;;;;
;107881;4048846006691;100000000854;0104048846006691211000000008541718033110503341;;;;
;107891;4048846006691;100000000864;0104048846006691211000000008641718033110503341;;;;
;107931;4048846006691;100000000883;0104048846006691211000000008831718033110503341;;;;
;107911;4048846006691;100000000889;0104048846006691211000000008891718033110503341;;;;
;107921;4048846006691;100000000890;0104048846006691211000000008901718033110503341;;;;
;106371;4048846006691;100000000896;0104048846006691211000000008961718033110503341;;;;
;106381;4048846006691;100000000897;0104048846006691211000000008971718033110503341;;;;
;106391;4048846006691;100000000901;0104048846006691211000000009011718033110503341;;;;
;108541;4048846006691;100000000948;0104048846006691211000000009481718033110503341;;;;
;108531;4048846006691;100000000951;0104048846006691211000000009511718033110503341;;;;
;107701;5000456007955;23031405445302145815;010500045600795521230314054453021458151718063010AAE9978;;;;
;107681;5000456007955;25033405475506475511;010500045600795521250334054755064755111718063010AAE9978;;;;
;107691;5000456007955;26036405485805185819;010500045600795521260364054858051858191718063010AAE9978;;;;
;104311;5413760303468;7670;0105413760303468171612312100000000767010le12q011ag;;;;
;104321;5413760303468;7671;0105413760303468171612312100000000767110le12q011ag;;;;
;104381;5413760303468;10435;0105413760303468171703312100000001043510le12q126al;;;;
;104411;5413760303468;10467;0105413760303468171703312100000001046710le12q126al;;;;
;104441;5413760303468;10469;0105413760303468171703312100000001046910le12q126al;;;;
;104431;5413760303468;10471;0105413760303468171703312100000001047110le12q126al;;;;
;104361;5413760303468;10472;0105413760303468171703312100000001047210le12q126al;;;;
;104341;5413760303468;10473;0105413760303468171703312100000001047310le12q126al;;;;
;104371;5413760303468;10477;0105413760303468171703312100000001047710le12q126al;;;;
;104421;5413760303468;10484;0105413760303468171703312100000001048410le12q126al;;;;
;104331;5413760303468;10497;0105413760303468171703312100000001049710le12q126al;;;;
;104401;5413760303468;10500;0105413760303468171703312100000001050010le12q126al;;;;
;104391;5413760303468;10505;0105413760303468171703312100000001050510le12q126al;;;;
;104351;5413760303468;10508;0105413760303468171703312100000001050810le12q126al;;;;
;103341;7591142000803;1200089526;010759114200080310488918e0217161231211200089526;;;;
;103261;7591142000803;1200089529;010759114200080310488918e0217161231211200089529;;;;
;103281;7591142000803;1200089546;010759114200080310488918e0217161231211200089546;;;;
;103351;7591142000803;1200089553;010759114200080310488918e0217161231211200089553;;;;
;103271;7591142000803;1200089554;010759114200080310488918e0217161231211200089554;;;;
;103331;7591142000803;1200089555;010759114200080310488918e0217161231211200089555;;;;
